geo_code,variable,value
P7K,median_income,118000.0
P7L,population,2188.0
P7L,average_age,44.8
P7L,median_income,94000.0
P8N,population,9619.0
P8N,average_age,45.2
P8N,median_income,83000.0
P8T,population,5541.0
P8T,average_age,38.7
P8T,median_income,103000.0
P9A,population,10079.0
P9A,average_age,43.3
P9A,median_income,82000.0
P9N,population,14088.0
P9N,average_age,43.1
P9N,median_income,83000.0
R0A,population,43242.0
R0A,average_age,35.3
R0A,median_income,85000.0
R0B,population,42205.0
R0B,average_age,29.3
R0B,median_income,73500.0
R0C,population,56940.0
R0C,average_age,41.4
R0C,median_income,72500.0
R0E,population,39578.0
R0E,average_age,44.3
R0E,median_income,78000.0
R0G,population,43710.0
R0G,average_age,38.9
R0G,median_income,82000.0
R0H,population,17902.0
R0H,average_age,35.5
R0H,median_income,72500.0
R0J,population,29050.0
R0J,average_age,42.5
R0J,median_income,69000.0
R0K,population,28076.0
R0K,average_age,41.0
R0K,median_income,78000.0
R0L,population,26272.0
R0L,average_age,41.7
R0L,median_income,59200.0
R0M,population,19451.0
R0M,average_age,41.7
R0M,median_income,70500.0
R1A,population,21473.0
R1A,average_age,43.5
R1A,median_income,88000.0
R1B,population,280.0
R1B,average_age,60.6
R1B,median_income,75000.0
R1C,population,3937.0
R1C,average_age,42.4
R1C,median_income,103000.0
R1N,population,16641.0
R1N,average_age,40.9
R1N,median_income,72000.0
R2C,population,32816.0
R2C,average_age,39.6
R2C,median_income,89000.0
R2E,population,9511.0
R2E,average_age,43.5
R2E,median_income,144000.0
R2G,population,33874.0
R2G,average_age,45.1
R2G,median_income,76000.0
R2H,population,16136.0
R2H,average_age,43.9
R2H,median_income,64500.0
R2J,population,26960.0
R2J,average_age,41.4
R2J,median_income,91000.0
R2K,population,34345.0
R2K,average_age,39.8
R2K,median_income,77000.0
R2L,population,15255.0
R2L,average_age,36.8
R2L,median_income,64500.0
R2M,population,38978.0
R2M,average_age,41.8
R2M,median_income,73000.0
R2N,population,31384.0
R2N,average_age,43.1
R2N,median_income,102000.0
R2P,population,35218.0
R2P,average_age,37.7
R2P,median_income,93000.0
R2R,population,25599.0
R2R,average_age,36.8
R2R,median_income,101000.0
R2V,population,38204.0
R2V,average_age,40.7
R2V,median_income,86000.0
R2W,population,29483.0
R2W,average_age,37.2
R2W,median_income,57600.0
R2X,population,19674.0
R2X,average_age,38.3
R2X,median_income,78500.0
R2Y,population,19849.0
R2Y,average_age,42.6
R2Y,median_income,80000.0
R3A,population,5156.0
R3A,average_age,32.9
R3A,median_income,42800.0
R3B,population,12545.0
R3B,average_age,39.5
R3B,median_income,42000.0
R3C,population,16798.0
R3C,average_age,38.9
R3C,median_income,43600.0
R3E,population,19009.0
R3E,average_age,38.7
R3E,median_income,69000.0
R3G,population,25200.0
R3G,average_age,38.1
R3G,median_income,72000.0
R3H,population,116.0
R3H,average_age,37.2
R3H,median_income,
R3J,population,28343.0
R3J,average_age,42.8
R3J,median_income,77000.0
R3K,population,12431.0
R3K,average_age,46.4
R3K,median_income,89000.0
R3L,population,20725.0
R3L,average_age,41.0
R3L,median_income,63600.0
R3M,population,22203.0
R3M,average_age,42.6
R3M,median_income,81000.0
R3N,population,16591.0
R3N,average_age,41.8
R3N,median_income,96000.0
R3P,population,20616.0
R3P,average_age,48.0
R3P,median_income,103000.0
R3R,population,25743.0
R3R,average_age,43.9
R3R,median_income,102000.0
R3S,population,603.0
R3S,average_age,38.4
R3S,median_income,157000.0
R3T,population,50190.0
R3T,average_age,38.3
R3T,median_income,74500.0
R3V,population,6416.0
R3V,average_age,41.5
R3V,median_income,90000.0
R3W,population,16173.0
R3W,average_age,37.7
R3W,median_income,100000.0
R3X,population,22304.0
R3X,average_age,36.7
R3X,median_income,131000.0
R3Y,population,33116.0
R3Y,average_age,34.3
R3Y,median_income,112000.0
R4A,population,5471.0
R4A,average_age,39.9
R4A,median_income,124000.0
R4G,population,1658.0
R4G,average_age,37.8
R4G,median_income,168000.0
R4H,population,3282.0
R4H,average_age,39.9
R4H,median_income,136000.0
R4J,population,1049.0
R4J,average_age,41.2
R4J,median_income,150000.0
R4K,population,960.0
R4K,average_age,35.7
R4K,median_income,118000.0
R4L,population,1350.0
R4L,average_age,39.0
R4L,median_income,119000.0
R5A,population,3854.0
R5A,average_age,38.3
R5A,median_income,120000.0
R5G,population,25086.0
R5G,average_age,36.3
R5G,median_income,77000.0
R5H,population,5033.0
R5H,average_age,40.2
R5H,median_income,77000.0
R5J,population,1431.0
R5J,average_age,36.9
R5J,median_income,94000.0
R5K,population,6071.0
R5K,average_age,36.1
R5K,median_income,112000.0
R5L,population,2251.0
R5L,average_age,41.1
R5L,median_income,105000.0
R5M,population,2296.0
R5M,average_age,40.7
R5M,median_income,113000.0
R5N,population,5593.0
R5N,average_age,38.9
R5N,median_income,132000.0
R5P,population,738.0
R5P,average_age,42.3
R5P,median_income,82000.0
R5R,population,1310.0
R5R,average_age,43.1
R5R,median_income,113000.0
R5T,population,865.0
R5T,average_age,41.1
R5T,median_income,122000.0
R6M,population,11444.0
R6M,average_age,39.2
R6M,median_income,73000.0
R6W,population,21551.0
R6W,average_age,34.1
R6W,median_income,76000.0
R7A,population,30022.0
R7A,average_age,38.3
R7A,median_income,73000.0
R7B,population,22321.0
R7B,average_age,39.3
R7B,median_income,86000.0
R7C,population,2870.0
R7C,average_age,47.3
R7C,median_income,69500.0
R7N,population,9956.0
R7N,average_age,42.6
R7N,median_income,64500.0
R8A,population,5294.0
R8A,average_age,43.0
R8A,median_income,82000.0
R8N,population,13294.0
R8N,average_age,33.1
R8N,median_income,98000.0
R9A,population,6782.0
R9A,average_age,38.2
R9A,median_income,91000.0
S0A,population,52751.0
S0A,average_age,44.0
S0A,median_income,66500.0
S0C,population,21738.0
S0C,average_age,41.4
S0C,median_income,84000.0
S0E,population,32382.0
S0E,average_age,42.8
S0E,median_income,70000.0
S0G,population,65896.0
S0G,average_age,41.8
S0G,median_income,81000.0
S0H,population,21972.0
S0H,average_age,44.1
S0H,median_income,72500.0
S0J,population,50642.0
S0J,average_age,38.1
S0J,median_income,71000.0
S0K,population,90185.0
S0K,average_age,39.2
S0K,median_income,91000.0
S0L,population,30490.0
S0L,average_age,42.2
S0L,median_income,83000.0
S0M,population,48250.0
S0M,average_age,37.9
S0M,median_income,71000.0
S0N,population,21369.0
S0N,average_age,42.6
S0N,median_income,72500.0
S0P,population,6464.0
S0P,average_age,31.7
S0P,median_income,80000.0
S2V,population,863.0
S2V,average_age,43.3
S2V,median_income,128000.0
S3N,population,18635.0
S3N,average_age,42.3
S3N,median_income,78000.0
S4A,population,11958.0
S4A,average_age,40.0
S4A,median_income,97000.0
S4H,population,11807.0
S4H,average_age,40.8
S4H,median_income,82000.0
S4K,population,81.0
S4K,average_age,45.6
S4K,median_income,
S4L,population,5643.0
S4L,average_age,37.5
S4L,median_income,164000.0
S4N,population,30983.0
S4N,average_age,37.2
S4N,median_income,82000.0
S4P,population,13501.0
S4P,average_age,45.5
S4P,median_income,51200.0
S4R,population,34399.0
S4R,average_age,39.8
S4R,median_income,81000.0
S4S,population,34562.0
S4S,average_age,42.1
S4S,median_income,89000.0
S4T,population,31061.0
S4T,average_age,38.2
S4T,median_income,71500.0
S4V,population,33781.0
S4V,average_age,39.4
S4V,median_income,119000.0
S4W,population,14378.0
S4W,average_age,31.9
S4W,median_income,97000.0
S4X,population,29118.0
S4X,average_age,38.1
S4X,median_income,109000.0
S4Y,population,5669.0
S4Y,average_age,35.8
S4Y,median_income,139000.0
S4Z,population,1340.0
S4Z,average_age,40.6
S4Z,median_income,84000.0
S6H,population,27554.0
S6H,average_age,42.9
S6H,median_income,71000.0
S6J,population,5847.0
S6J,average_age,41.4
S6J,median_income,88000.0
S6K,population,1337.0
S6K,average_age,35.6
S6K,median_income,127000.0
S6V,population,42147.0
S6V,average_age,38.2
S6V,median_income,75500.0
S6W,population,288.0
S6W,average_age,53.8
S6W,median_income,81000.0
S6X,population,2521.0
S6X,average_age,36.9
S6X,median_income,154000.0
S7A,population,176.0
S7A,average_age,28.9
S7A,median_income,
S7B,population,497.0
S7B,average_age,40.6
S7B,median_income,75000.0
S7C,population,1137.0
S7C,average_age,34.9
S7C,median_income,153000.0
S7H,population,36818.0
S7H,average_age,40.7
S7H,median_income,76000.0
S7J,population,30833.0
S7J,average_age,44.0
S7J,median_income,87000.0
S7K,population,39076.0
S7K,average_age,42.4
S7K,median_income,83000.0
S7L,population,41123.0
S7L,average_age,38.0
S7L,median_income,80000.0
S7M,population,31870.0
S7M,average_age,38.3
S7M,median_income,69000.0
S7N,population,27385.0
S7N,average_age,38.6
S7N,median_income,84000.0
S7P,population,178.0
S7P,average_age,40.4
S7P,median_income,
S7R,population,8990.0
S7R,average_age,30.9
S7R,median_income,112000.0
S7S,population,5730.0
S7S,average_age,41.0
S7S,median_income,107000.0
S7T,population,17468.0
S7T,average_age,35.9
S7T,median_income,105000.0
S7V,population,16575.0
S7V,average_age,35.2
S7V,median_income,112000.0
S7W,population,19204.0
S7W,average_age,32.1
S7W,median_income,115000.0
S9A,population,14926.0
S9A,average_age,40.2
S9A,median_income,75000.0
S9H,population,18545.0
S9H,average_age,43.0
S9H,median_income,80000.0
S9V,population,14463.0
S9V,average_age,33.8
S9V,median_income,90000.0
S9X,population,7899.0
S9X,average_age,36.4
S9X,median_income,88000.0
T0A,population,57940.0
T0A,average_age,40.4
T0A,median_income,88000.0
T0B,population,63070.0
T0B,average_age,42.1
T0B,median_income,83000.0
T0C,population,62815.0
T0C,average_age,41.4
T0C,median_income,80000.0
T0E,population,40343.0
T0E,average_age,43.1
T0E,median_income,86000.0
T0G,population,40682.0
T0G,average_age,38.2
T0G,median_income,85000.0
T0H,population,81424.0
T0H,average_age,36.3
T0H,median_income,89000.0
T0J,population,50752.0
T0J,average_age,39.9
T0J,median_income,83000.0
T0K,population,59088.0
T0K,average_age,38.2
T0K,median_income,81000.0
T0L,population,52040.0
T0L,average_age,42.3
T0L,median_income,84000.0
T0M,population,66367.0
T0M,average_age,42.0
T0M,median_income,86000.0
T0P,population,3085.0
T0P,average_age,34.5
T0P,median_income,82000.0
T1A,population,24982.0
T1A,average_age,44.8
T1A,median_income,65500.0
T1B,population,32996.0
T1B,average_age,41.6
T1B,median_income,91000.0
T1C,population,9405.0
T1C,average_age,39.6
T1C,median_income,92000.0
T1G,population,11028.0
T1G,average_age,37.4
T1G,median_income,84000.0
T1H,population,27814.0
T1H,average_age,40.6
T1H,median_income,76500.0
T1J,population,26220.0
T1J,average_age,38.6
T1J,median_income,81000.0
T1K,population,47253.0
T1K,average_age,40.8
T1K,median_income,88000.0
T1L,population,7360.0
T1L,average_age,40.1
T1L,median_income,88000.0
T1M,population,10056.0
T1M,average_age,38.2
T1M,median_income,92000.0
T1P,population,17037.0
T1P,average_age,40.4
T1P,median_income,93000.0
T1R,population,17161.0
T1R,average_age,36.5
T1R,median_income,93000.0
T1S,population,43512.0
T1S,average_age,40.1
T1S,median_income,126000.0
T1V,population,15703.0
T1V,average_age,44.1
T1V,median_income,84000.0
T1W,population,17063.0
T1W,average_age,42.7
T1W,median_income,106000.0
T1X,population,25295.0
T1X,average_age,38.2
T1X,median_income,131000.0
T1Y,population,52860.0
T1Y,average_age,39.1
T1Y,median_income,85000.0
T1Z,population,2709.0
T1Z,average_age,42.2
T1Z,median_income,133000.0
T2A,population,57761.0
T2A,average_age,39.2
T2A,median_income,75000.0
T2B,population,22530.0
T2B,average_age,41.1
T2B,median_income,72500.0
T2C,population,19865.0
T2C,average_age,42.6
T2C,median_income,94000.0
T2E,population,36342.0
T2E,average_age,40.8
T2E,median_income,77500.0
T2G,population,16594.0
T2G,average_age,41.0
T2G,median_income,70500.0
T2H,population,9223.0
T2H,average_age,42.3
T2H,median_income,68500.0
T2J,population,41906.0
T2J,average_age,43.9
T2J,median_income,103000.0
T2K,population,34673.0
T2K,average_age,41.1
T2K,median_income,80000.0
T2L,population,14353.0
T2L,average_age,40.5
T2L,median_income,86000.0
T2M,population,20475.0
T2M,average_age,37.9
T2M,median_income,92000.0
T2N,population,25807.0
T2N,average_age,39.7
T2N,median_income,94000.0
T2P,population,14347.0
T2P,average_age,40.0
T2P,median_income,67000.0
T2R,population,17743.0
T2R,average_age,37.2
T2R,median_income,72500.0
T2S,population,14781.0
T2S,average_age,41.5
T2S,median_income,88000.0
T2T,population,30791.0
T2T,average_age,38.2
T2T,median_income,93000.0
T2V,population,32631.0
T2V,average_age,44.3
T2V,median_income,85000.0
T2W,population,39827.0
T2W,average_age,42.1
T2W,median_income,95000.0
T2X,population,54683.0
T2X,average_age,37.1
T2X,median_income,116000.0
T2Y,population,60196.0
T2Y,average_age,39.3
T2Y,median_income,108000.0
T2Z,population,69025.0
T2Z,average_age,36.3
T2Z,median_income,118000.0
T3A,population,51236.0
T3A,average_age,42.5
T3A,median_income,110000.0
T3B,population,38129.0
T3B,average_age,42.9
T3B,median_income,96000.0
T3C,population,24145.0
T3C,average_age,38.8
T3C,median_income,75000.0
T3E,population,42336.0
T3E,average_age,40.1
T3E,median_income,90000.0
T3G,population,57196.0
T3G,average_age,40.5
T3G,median_income,112000.0
T3H,population,72004.0
T3H,average_age,39.6
T3H,median_income,139000.0
T3J,population,78834.0
T3J,average_age,34.5
T3J,median_income,98000.0
T3K,population,79143.0
T3K,average_age,38.5
T3K,median_income,103000.0
T3L,population,30024.0
T3L,average_age,39.1
T3L,median_income,143000.0
T3M,population,56701.0
T3M,average_age,33.6
T3M,median_income,126000.0
T3N,population,33539.0
T3N,average_age,31.5
T3N,median_income,99000.0
T3P,population,27666.0
T3P,average_age,32.5
T3P,median_income,122000.0
T3R,population,34957.0
T3R,average_age,34.7
T3R,median_income,118000.0
T3S,population,288.0
T3S,average_age,45.0
T3S,median_income,90000.0
T3Z,population,10596.0
T3Z,average_age,42.4
T3Z,median_income,216000.0
T4A,population,19940.0
T4A,average_age,36.9
T4A,median_income,112000.0
T4B,population,58053.0
T4B,average_age,34.5
T4B,median_income,110000.0
T4C,population,37325.0
T4C,average_age,40.0
T4C,median_income,115000.0
T4E,population,5229.0
T4E,average_age,43.9
T4E,median_income,104000.0
T4G,population,13368.0
T4G,average_age,44.0
T4G,median_income,82000.0
T4H,population,11831.0
T4H,average_age,43.2
T4H,median_income,86000.0
T4J,population,11390.0
T4J,average_age,40.8
T4J,median_income,85000.0
T4L,population,17145.0
T4L,average_age,40.8
T4L,median_income,91000.0
T4M,population,7754.0
T4M,average_age,30.5
T4M,median_income,110000.0
T4N,population,30584.0
T4N,average_age,41.7
T4N,median_income,64500.0
T4P,population,33759.0
T4P,average_age,38.0
T4P,median_income,88000.0
T4R,population,37024.0
T4R,average_age,38.9
T4R,median_income,105000.0
T4S,population,20586.0
T4S,average_age,37.3
T4S,median_income,96000.0
T4T,population,13296.0
T4T,average_age,39.7
T4T,median_income,82000.0
T4V,population,20160.0
T4V,average_age,43.7
T4V,median_income,78000.0
T4X,population,26447.0
T4X,average_age,35.6
T4X,median_income,131000.0
T5A,population,34427.0
T5A,average_age,39.0
T5A,median_income,79500.0
T5B,population,15373.0
T5B,average_age,41.6
T5B,median_income,64000.0
T5C,population,15937.0
T5C,average_age,40.7
T5C,median_income,76000.0
T5E,population,33607.0
T5E,average_age,39.8
T5E,median_income,79000.0
T5G,population,12873.0
T5G,average_age,40.1
T5G,median_income,63600.0
T5H,population,25367.0
T5H,average_age,40.3
T5H,median_income,50000.0
T5J,population,6288.0
T5J,average_age,36.1
T5J,median_income,67500.0
T5K,population,22440.0
T5K,average_age,44.2
T5K,median_income,64500.0
T5L,population,16755.0
T5L,average_age,40.7
T5L,median_income,82000.0
T5M,population,15462.0
T5M,average_age,40.6
T5M,median_income,67000.0
T5N,population,14713.0
T5N,average_age,41.3
T5N,median_income,86000.0
T5P,population,20475.0
T5P,average_age,42.1
T5P,median_income,64000.0
T5R,population,24643.0
T5R,average_age,42.3
T5R,median_income,96000.0
T5S,population,7731.0
T5S,average_age,36.5
T5S,median_income,115000.0
T5T,population,77839.0
T5T,average_age,38.0
T5T,median_income,96000.0
T5V,population,146.0
T5V,average_age,46.8
T5V,median_income,
T5W,population,20047.0
T5W,average_age,40.4
T5W,median_income,76500.0
T5X,population,42643.0
T5X,average_age,38.1
T5X,median_income,91000.0
T5Y,population,54437.0
T5Y,average_age,34.9
T5Y,median_income,100000.0
T5Z,population,34199.0
T5Z,average_age,38.4
T5Z,median_income,109000.0
T6A,population,14477.0
T6A,average_age,43.4
T6A,median_income,95000.0
T6B,population,9291.0
T6B,average_age,43.4
T6B,median_income,92000.0
T6C,population,20242.0
T6C,average_age,42.3
T6C,median_income,82000.0
T6E,population,22893.0
T6E,average_age,39.1
T6E,median_income,67500.0
T6G,population,11502.0
T6G,average_age,37.6
T6G,median_income,75000.0
T6H,population,27878.0
T6H,average_age,40.1
T6H,median_income,86000.0
T6J,population,45386.0
T6J,average_age,42.0
T6J,median_income,90000.0
T6K,population,28047.0
T6K,average_age,39.2
T6K,median_income,84000.0
T6L,population,49215.0
T6L,average_age,39.9
T6L,median_income,90000.0
T6M,population,33889.0
T6M,average_age,37.2
T6M,median_income,125000.0
T6N,population,28.0
T6N,average_age,
T6N,median_income,
T6P,population,1806.0
T6P,average_age,49.2
T6P,median_income,67500.0
T6R,population,45153.0
T6R,average_age,40.3
T6R,median_income,129000.0
T6S,population,23.0
T6S,average_age,
T6S,median_income,
T6T,population,48823.0
T6T,average_age,33.6
T6T,median_income,110000.0
T6V,population,23107.0
T6V,average_age,35.8
T6V,median_income,110000.0
T6W,population,83496.0
T6W,average_age,33.5
T6W,median_income,111000.0
T6X,population,50392.0
T6X,average_age,31.9
T6X,median_income,116000.0
T6Y,population,232.0
T6Y,average_age,45.8
T6Y,median_income,
T7A,population,11412.0
T7A,average_age,39.3
T7A,median_income,92000.0
T7E,population,13720.0
T7E,average_age,39.5
T7E,median_income,102000.0
T7N,population,7176.0
T7N,average_age,44.4
T7N,median_income,74000.0
T7P,population,7183.0
T7P,average_age,44.9
T7P,median_income,69000.0
T7S,population,11873.0
T7S,average_age,36.4
T7S,median_income,103000.0
T7V,population,10315.0
T7V,average_age,38.9
T7V,median_income,105000.0
T7X,population,47506.0
T7X,average_age,37.3
T7X,median_income,106000.0
T7Y,population,17057.0
T7Y,average_age,41.5
T7Y,median_income,130000.0
T7Z,population,18929.0
T7Z,average_age,41.6
T7Z,median_income,92000.0
T8A,population,42146.0
T8A,average_age,42.3
T8A,median_income,121000.0
T8B,population,7075.0
T8B,average_age,43.4
T8B,median_income,156000.0
T8C,population,4406.0
T8C,average_age,42.6
T8C,median_income,141000.0
T8E,population,8247.0
T8E,average_age,41.2
T8E,median_income,131000.0
T8G,population,4784.0
T8G,average_age,41.2
T8G,median_income,124000.0
T8H,population,31062.0
T8H,average_age,39.2
T8H,median_income,119000.0
T8L,population,29258.0
T8L,average_age,37.7
T8L,median_income,113000.0
T8N,population,68213.0
T8N,average_age,41.8
T8N,median_income,117000.0
T8R,population,15960.0
T8R,average_age,37.9
T8R,median_income,109000.0
T8S,population,7930.0
T8S,average_age,36.9
T8S,median_income,101000.0
T8T,population,7283.0
T8T,average_age,41.6
T8T,median_income,153000.0
T8V,population,31632.0
T8V,average_age,37.5
T8V,median_income,84000.0
T8W,population,21556.0
T8W,average_age,34.0
T8W,median_income,130000.0
T8X,population,24187.0
T8X,average_age,34.1
T8X,median_income,122000.0
T9A,population,15093.0
T9A,average_age,42.6
T9A,median_income,73500.0
T9C,population,6656.0
T9C,average_age,44.5
T9C,median_income,72500.0
T9E,population,34385.0
T9E,average_age,37.6
T9E,median_income,100000.0
T9G,population,6969.0
T9G,average_age,40.3
T9G,median_income,96000.0
T9H,population,26075.0
T9H,average_age,35.5
T9H,median_income,150000.0
T9J,population,3776.0
T9J,average_age,32.3
T9J,median_income,182000.0
T9K,population,40909.0
T9K,average_age,32.1
T9K,median_income,206000.0
T9M,population,18238.0
T9M,average_age,34.5
T9M,median_income,104000.0
T9N,population,9439.0
T9N,average_age,38.8
T9N,median_income,95000.0
T9S,population,6360.0
T9S,average_age,44.1
T9S,median_income,89000.0
T9V,population,20751.0
T9V,average_age,38.1
T9V,median_income,99000.0
T9W,population,8091.0
T9W,average_age,39.9
T9W,median_income,89000.0
T9X,population,5403.0
T9X,average_age,42.4
T9X,median_income,84000.0
V0A,population,16077.0
V0A,average_age,44.1
V0A,median_income,84000.0
V0B,population,36123.0
V0B,average_age,45.2
V0B,median_income,82000.0
V0C,population,26463.0
V0C,average_age,38.1
V0C,median_income,95000.0
V0E,population,72013.0
V0E,average_age,46.6
V0E,median_income,73500.0
V0G,population,26940.0
V0G,average_age,46.1
V0G,median_income,70000.0
V0H,population,58479.0
V0H,average_age,51.5
V0H,median_income,72500.0
V0J,population,51918.0
V0J,average_age,41.4
V0J,median_income,81000.0
V0K,population,33615.0
V0K,average_age,49.3
V0K,median_income,63600.0
V0L,population,4849.0
V0L,average_age,46.0
V0L,median_income,56000.0
V0M,population,12420.0
V0M,average_age,45.7
V0M,median_income,73500.0
V0N,population,71423.0
V0N,average_age,46.9
V0N,median_income,77500.0
V0P,population,7335.0
V0P,average_age,49.4
V0P,median_income,57600.0
V0R,population,72310.0
V0R,average_age,47.3
V0R,median_income,77500.0
V0S,population,366.0
V0S,average_age,43.9
V0S,median_income,66500.0
V0T,population,9032.0
V0T,average_age,42.2
V0T,median_income,62000.0
V0V,population,1894.0
V0V,average_age,39.9
V0V,median_income,59600.0
V0W,population,503.0
V0W,average_age,53.0
V0W,median_income,61200.0
V0X,population,22683.0
V0X,average_age,48.4
V0X,median_income,66000.0
V1A,population,9024.0
V1A,average_age,44.7
V1A,median_income,82000.0
V1B,population,23425.0
V1B,average_age,45.1
V1B,median_income,104000.0
V1C,population,26195.0
V1C,average_age,44.4
V1C,median_income,84000.0
V1E,population,21397.0
V1E,average_age,47.6
V1E,median_income,74500.0
V1G,population,15116.0
V1G,average_age,38.4
V1G,median_income,84000.0
V1H,population,14999.0
V1H,average_age,52.2
V1H,median_income,84000.0
V1J,population,24491.0
V1J,average_age,34.9
V1J,median_income,104000.0
V1K,population,9352.0
V1K,average_age,46.0
V1K,median_income,69500.0
V1L,population,17641.0
V1L,average_age,44.4
V1L,median_income,74000.0
V1M,population,31417.0
V1M,average_age,42.5
V1M,median_income,115000.0
V1N,population,13357.0
V1N,average_age,45.1
V1N,median_income,85000.0
V1P,population,9656.0
V1P,average_age,41.4
V1P,median_income,110000.0
V1R,population,10295.0
V1R,average_age,46.5
V1R,median_income,72000.0
V1S,population,13262.0
V1S,average_age,41.0
V1S,median_income,112000.0
V1T,population,30436.0
V1T,average_age,46.3
V1T,median_income,63600.0
V1V,population,26732.0
V1V,average_age,41.9
V1V,median_income,92000.0
V1W,population,38374.0
V1W,average_age,45.9
V1W,median_income,96000.0
V1X,population,35151.0
V1X,average_age,42.2
V1X,median_income,77500.0
V1Y,population,39050.0
V1Y,average_age,44.0
V1Y,median_income,70000.0
V1Z,population,16552.0
V1Z,average_age,44.0
V1Z,median_income,97000.0
V2A,population,40489.0
V2A,average_age,49.2
V2A,median_income,69000.0
V2B,population,41642.0
V2B,average_age,43.6
V2B,median_income,79000.0
V2C,population,27038.0
V2C,average_age,43.6
V2C,median_income,79000.0
V2E,population,15962.0
V2E,average_age,39.2
V2E,median_income,107000.0
V2G,population,18200.0
V2G,average_age,42.3
V2G,median_income,82000.0
V2H,population,7060.0
V2H,average_age,47.1
V2H,median_income,99000.0
V2J,population,22680.0
V2J,average_age,44.3
V2J,median_income,73000.0
V2K,population,21556.0
V2K,average_age,40.5
V2K,median_income,106000.0
V2L,population,10101.0
V2L,average_age,42.9
V2L,median_income,60400.0
V2M,population,23763.0
V2M,average_age,39.6
V2M,median_income,81000.0
V2N,population,33870.0
V2N,average_age,39.9
V2N,median_income,103000.0
V2P,population,39075.0
V2P,average_age,42.1
V2P,median_income,68500.0
V2R,population,55505.0
V2R,average_age,42.5
V2R,median_income,91000.0
V2S,population,52492.0
V2S,average_age,41.8
V2S,median_income,78500.0
V2T,population,60078.0
V2T,average_age,40.5
V2T,median_income,86000.0
V2V,population,36155.0
V2V,average_age,40.2
V2V,median_income,95000.0
V2W,population,23673.0
V2W,average_age,37.8
V2W,median_income,130000.0
V2X,population,50279.0
V2X,average_age,42.8
V2X,median_income,90000.0
V2Y,population,46971.0
V2Y,average_age,36.8
V2Y,median_income,108000.0
V2Z,population,16209.0
V2Z,average_age,46.1
V2Z,median_income,105000.0
V3A,population,46299.0
V3A,average_age,43.0
V3A,median_income,85000.0
V3B,population,61396.0
V3B,average_age,41.5
V3B,median_income,88000.0
V3C,population,39448.0
V3C,average_age,42.2
V3C,median_income,102000.0
V3E,population,42030.0
V3E,average_age,39.8
V3E,median_income,113000.0
V3G,population,26939.0
V3G,average_age,38.9
V3G,median_income,121000.0
V3H,population,37339.0
V3H,average_age,40.9
V3H,median_income,117000.0
V3J,population,44558.0
V3J,average_age,41.3
V3J,median_income,86000.0
V3K,population,31181.0
V3K,average_age,42.4
V3K,median_income,90000.0
V3L,population,30988.0
V3L,average_age,42.4
V3L,median_income,85000.0
V3M,population,47927.0
V3M,average_age,41.6
V3M,median_income,80000.0
V3N,population,41405.0
V3N,average_age,41.4
V3N,median_income,88000.0
V3R,population,61436.0
V3R,average_age,40.1
V3R,median_income,87000.0
V3S,population,104997.0
V3S,average_age,38.6
V3S,median_income,114000.0
V3T,population,45514.0
V3T,average_age,38.5
V3T,median_income,73500.0
V3V,population,50873.0
V3V,average_age,37.8
V3V,median_income,96000.0
V3W,population,95970.0
V3W,average_age,38.0
V3W,median_income,94000.0
V3X,population,33054.0
V3X,average_age,38.5
V3X,median_income,115000.0
V3Y,population,19414.0
V3Y,average_age,42.1
V3Y,median_income,103000.0
V3Z,population,38837.0
V3Z,average_age,39.5
V3Z,median_income,112000.0
V4A,population,38036.0
V4A,average_age,48.1
V4A,median_income,90000.0
V4B,population,21828.0
V4B,average_age,53.3
V4B,median_income,73000.0
V4C,population,48434.0
V4C,average_age,39.7
V4C,median_income,108000.0
V4E,population,12280.0
V4E,average_age,42.2
V4E,median_income,126000.0
V4G,population,72.0
V4G,average_age,42.0
V4G,median_income,
V4K,population,25193.0
V4K,average_age,45.1
V4K,median_income,104000.0
V4L,population,7874.0
V4L,average_age,50.2
V4L,median_income,99000.0
V4M,population,16805.0
V4M,average_age,45.9
V4M,median_income,106000.0
V4N,population,86011.0
V4N,average_age,39.0
V4N,median_income,109000.0
V4P,population,13950.0
V4P,average_age,46.0
V4P,median_income,96000.0
V4R,population,17038.0
V4R,average_age,38.9
V4R,median_income,126000.0
V4S,population,7922.0
V4S,average_age,40.7
V4S,median_income,104000.0
V4T,population,31700.0
V4T,average_age,45.9
V4T,median_income,83000.0
V4V,population,17726.0
V4V,average_age,43.9
V4V,median_income,92000.0
V4W,population,21246.0
V4W,average_age,40.7
V4W,median_income,99000.0
V4X,population,14365.0
V4X,average_age,39.4
V4X,median_income,120000.0
V4Z,population,5777.0
V4Z,average_age,39.4
V4Z,median_income,111000.0
V5A,population,25403.0
V5A,average_age,41.0
V5A,median_income,92000.0
V5B,population,22577.0
V5B,average_age,42.3
V5B,median_income,91000.0
V5C,population,37684.0
V5C,average_age,41.3
V5C,median_income,87000.0
V5E,population,26843.0
V5E,average_age,42.8
V5E,median_income,78500.0
V5G,population,20137.0
V5G,average_age,44.3
V5G,median_income,96000.0
V5H,population,41948.0
V5H,average_age,42.0
V5H,median_income,66500.0
V5J,population,23190.0
V5J,average_age,42.0
V5J,median_income,87000.0
V5K,population,23431.0
V5K,average_age,42.6
V5K,median_income,92000.0
V5L,population,19473.0
V5L,average_age,40.8
V5L,median_income,69500.0
